VoteID,StudentID,ModuleID,FirstVote,SecondVote,FinalVote,IsDeleted
857,466,47,1,10,5.5,0
858,466,48,1,8,4.5,0
859,466,50,5,10,7.5,0
860,253,47,4,8,6.0,0
861,253,48,6,8,7.0,0
862,253,50,8,9,8.5,0
863,312,47,4,3,3.5,0
864,312,48,3,7,5.0,0
865,312,50,6,1,3.5,0
866,294,47,5,3,4.0,0
867,294,48,7,9,8.0,0
868,188,47,6,4,5.0,0
869,188,50,8,8,8.0,0
870,185,48,6,6,6.0,0
871,185,50,9,4,6.5,0
872,88,47,4,10,7.0,0
873,88,48,10,6,8.0,0
874,88,50,7,6,6.5,0
875,446,47,4,7,5.5,0
876,446,48,2,9,5.5,0
877,446,50,10,7,8.5,0
878,478,47,4,6,5.0,0
879,478,48,3,7,5.0,0
880,478,50,8,1,4.5,0
881,139,47,7,10,8.5,0
882,139,48,5,10,7.5,0
883,139,50,10,4,7.0,0
884,399,47,6,8,7.0,0
885,399,48,3,8,5.5,0
886,443,47,1,2,1.5,0
887,443,48,2,1,1.5,0
888,443,49,1,NULL,NULL,0
889,443,50,2,6,4.0,0
890,364,48,3,4,3.5,0
891,364,50,10,6,8.0,0
892,49,47,8,8,8.0,0
893,49,48,3,5,4.0,0
894,49,50,3,3,3.0,0
895,153,47,2,9,5.5,0
896,153,50,8,5,6.5,0
897,15,47,4,2,3.0,0
898,15,48,3,8,5.5,0
899,15,49,1,NULL,NULL,0
900,15,50,7,8,7.5,0
901,207,47,3,1,2.0,0
902,207,48,6,8,7.0,0
903,207,50,1,8,4.5,0
904,27,48,6,2,4.0,0
905,27,50,3,10,6.5,0
906,457,47,7,3,5.0,0
907,457,48,4,6,5.0,0
908,457,49,2,NULL,NULL,0
909,457,50,8,1,4.5,0
910,304,47,10,7,8.5,0
911,304,50,9,5,7.0,0
912,417,49,6,NULL,NULL,0
913,114,47,4,5,4.5,0
914,114,48,7,6,6.5,0
915,114,49,8,NULL,NULL,0
916,114,50,6,9,7.5,0
917,458,47,10,1,5.5,0
918,458,48,1,5,3.0,0
919,118,47,1,5,3.0,0
920,118,48,6,6,6.0,0
921,118,50,7,7,7.0,0
922,343,47,3,6,4.5,0
923,343,48,9,4,6.5,0
924,343,50,8,2,5.0,0
925,120,47,6,9,7.5,0
926,120,48,1,3,2.0,0
927,120,50,2,3,2.5,0
928,358,47,3,10,6.5,0
929,358,48,2,2,2.0,0
930,358,49,1,NULL,NULL,0
931,358,50,6,10,8.0,0
932,286,51,10,8,9.0,0
933,286,52,6,2,4.0,0
934,286,54,3,4,3.5,0
935,171,52,2,1,1.5,0
936,171,54,4,1,2.5,0
937,171,55,7,6,6.5,0
938,483,51,4,8,6.0,0
939,483,52,8,10,9.0,0
940,483,54,10,1,5.5,0
941,483,55,9,1,5.0,0
942,97,51,4,5,4.5,0
943,97,52,9,10,9.5,0
944,97,54,2,4,3.0,0
945,97,55,6,4,5.0,0
946,481,51,10,5,7.5,0
947,481,52,9,5,7.0,0
948,481,53,5,NULL,NULL,0
949,481,54,4,9,6.5,0
950,481,55,5,5,5.0,0
951,371,51,2,1,1.5,0
952,371,52,6,1,3.5,0
953,371,54,2,8,5.0,0
954,371,55,2,6,4.0,0
955,499,51,6,10,8.0,0
956,499,52,2,10,6.0,0
957,499,53,6,NULL,NULL,0
958,499,54,8,6,7.0,0
959,499,55,8,6,7.0,0
960,315,51,4,4,4.0,0
961,315,52,1,6,3.5,0
962,315,54,6,7,6.5,0
963,315,55,8,8,8.0,0
964,102,51,7,7,7.0,0
965,102,54,7,3,5.0,0
966,102,55,1,7,4.0,0
967,168,51,3,3,3.0,0
968,168,52,3,4,3.5,0
969,168,53,7,NULL,NULL,0
970,168,54,5,6,5.5,0
971,168,55,8,7,7.5,0
972,55,51,9,5,7.0,0
973,55,52,8,10,9.0,0
974,55,54,3,8,5.5,0
975,267,51,2,2,2.0,0
976,267,54,3,4,3.5,0
977,267,55,8,4,6.0,0
978,73,51,1,5,3.0,0
979,73,52,6,5,5.5,0
980,73,54,2,10,6.0,0
981,73,55,5,6,5.5,0
982,421,51,3,6,4.5,0
983,421,52,8,2,5.0,0
984,421,53,6,NULL,NULL,0
985,421,54,4,6,5.0,0
986,421,55,6,8,7.0,0
987,149,51,9,6,7.5,0
988,149,52,6,4,5.0,0
989,149,55,10,4,7.0,0
990,411,51,10,4,7.0,0
991,411,52,4,8,6.0,0
992,411,54,6,9,7.5,0
993,411,55,7,3,5.0,0
994,462,51,2,9,5.5,0
995,462,52,10,5,7.5,0
996,462,53,7,NULL,NULL,0
997,462,54,5,3,4.0,0
998,462,55,1,8,4.5,0
999,317,51,1,6,3.5,0
1000,317,52,10,8,9.0,0
1001,317,54,6,8,7.0,0
1002,432,51,9,4,6.5,0
1003,432,52,4,10,7.0,0
1004,432,54,1,4,2.5,0
1005,432,55,9,5,7.0,0
1006,103,51,7,7,7.0,0
1007,103,52,1,5,3.0,0
1008,103,53,3,NULL,NULL,0
1009,103,54,1,7,4.0,0
1010,103,55,8,3,5.5,0
1011,385,51,7,9,8.0,0
1012,385,52,8,6,7.0,0
1013,385,53,5,NULL,NULL,0
1014,385,54,4,10,7.0,0
1015,385,55,3,10,6.5,0
1016,193,51,1,2,1.5,0
1017,193,52,6,9,7.5,0
1018,193,54,7,9,8.0,0
1019,193,55,7,6,6.5,0
1020,370,51,6,10,8.0,0
1021,370,52,1,5,3.0,0
1022,370,54,1,9,5.0,0
1023,370,55,3,8,5.5,0
1024,51,51,2,3,2.5,0
1025,51,52,9,3,6.0,0
1026,51,54,6,6,6.0,0
1027,51,55,7,6,6.5,0
1028,126,51,8,7,7.5,0
1029,126,52,9,7,8.0,0
1030,126,54,3,9,6.0,0
1031,126,55,4,8,6.0,0
1032,203,51,5,4,4.5,0
1033,203,52,9,1,5.0,0
1034,203,53,4,NULL,NULL,0
1035,203,54,1,4,2.5,0
1036,203,55,3,3,3.0,0
1037,147,56,6,7,6.5,0
1038,147,58,1,9,5.0,0
1039,430,56,7,9,8.0,0
1040,430,57,4,NULL,NULL,0
1041,430,58,4,4,4.0,0
1042,221,56,2,10,6.0,0
1043,221,58,3,7,5.0,0
1044,221,59,9,NULL,NULL,0
1045,202,56,10,5,7.5,0
1046,202,57,6,NULL,NULL,0
1047,202,58,3,4,3.5,0
1048,85,56,4,6,5.0,0
1049,85,58,5,8,6.5,0
1050,85,59,10,NULL,NULL,0
1051,69,58,4,3,3.5,0
1052,69,59,7,NULL,NULL,0
1053,247,56,4,4,4.0,0
1054,247,58,5,4,4.5,0
1055,320,56,6,8,7.0,0
1056,320,57,4,NULL,NULL,0
1057,320,58,5,4,4.5,0
1058,368,56,4,3,3.5,0
1059,368,58,7,6,6.5,0
1060,199,56,3,8,5.5,0
1061,199,58,4,2,3.0,0
1062,111,56,1,10,5.5,0
1063,111,57,1,NULL,NULL,0
1064,45,56,7,10,8.5,0
1065,45,58,6,4,5.0,0
1066,33,58,5,7,6.0,0
1067,194,56,1,2,1.5,0
1068,194,58,4,2,3.0,0
1069,190,56,1,8,4.5,0
1070,190,57,2,NULL,NULL,0
1071,190,58,4,8,6.0,0
1072,293,56,9,5,7.0,0
1073,293,57,10,NULL,NULL,0
1074,293,58,3,4,3.5,0
1075,293,59,7,NULL,NULL,0
1076,451,56,8,7,7.5,0
1077,451,58,1,10,5.5,0
1078,331,56,5,5,5.0,0
1079,331,58,5,1,3.0,0
1080,374,57,8,NULL,NULL,0
1081,374,58,1,10,5.5,0
1082,333,56,8,4,6.0,0
1083,333,58,5,6,5.5,0
1084,333,59,6,NULL,NULL,0
1085,216,56,8,9,8.5,0
1086,216,57,6,NULL,NULL,0
1087,216,58,9,3,6.0,0
1088,280,56,7,3,5.0,0
1089,280,58,6,5,5.5,0
1090,280,59,8,NULL,NULL,0
1091,162,60,7,6,6.5,0
1092,162,62,5,3,4.0,0
1093,162,63,6,8,7.0,0
1094,65,60,9,3,6.0,0
1095,65,62,3,10,6.5,0
1096,65,63,3,10,6.5,0
1097,447,60,4,7,5.5,0
1098,447,61,7,NULL,NULL,0
1099,447,62,9,9,9.0,0
1100,447,63,2,10,6.0,0
1101,60,60,9,3,6.0,0
1102,60,62,6,8,7.0,0
1103,60,63,6,9,7.5,0
1104,286,62,4,10,7.0,0
1105,286,63,7,2,4.5,0
1106,114,60,8,3,5.5,0
1107,114,62,4,1,2.5,0
1108,114,63,9,2,5.5,0
1109,346,60,2,5,3.5,0
1110,346,61,7,NULL,NULL,0
1111,346,62,4,9,6.5,0
1112,346,63,4,1,2.5,0
1113,115,60,5,2,3.5,0
1114,115,61,2,NULL,NULL,0
1115,115,62,8,2,5.0,0
1116,115,63,6,7,6.5,0
1117,443,60,10,5,7.5,0
1118,443,62,5,7,6.0,0
1119,443,63,8,10,9.0,0
1120,151,60,8,1,4.5,0
1121,151,62,5,8,6.5,0
1122,151,63,7,9,8.0,0
1123,473,60,7,10,8.5,0
1124,473,62,8,1,4.5,0
1125,473,63,8,2,5.0,0
1126,300,60,9,2,5.5,0
1127,300,61,2,NULL,NULL,0
1128,300,62,6,4,5.0,0
1129,300,63,8,1,4.5,0
1130,116,60,9,8,8.5,0
1131,116,61,7,NULL,NULL,0
1132,116,62,3,10,6.5,0
1133,116,63,1,9,5.0,0
1134,206,60,9,3,6.0,0
1135,206,62,7,9,8.0,0
1136,206,63,1,5,3.0,0
1137,400,60,9,8,8.5,0
1138,400,61,8,NULL,NULL,0
1139,400,62,3,1,2.0,0
1140,400,63,6,7,6.5,0
1141,236,60,3,2,2.5,0
1142,236,61,8,NULL,NULL,0
1143,236,62,7,3,5.0,0
1144,236,63,1,5,3.0,0
1145,170,60,6,10,8.0,0
1146,170,62,8,2,5.0,0
1147,170,63,3,3,3.0,0
1148,92,60,10,10,10.0,0
1149,92,61,8,NULL,NULL,0
1150,92,62,7,1,4.0,0
1151,92,63,6,9,7.5,0
1152,450,64,8,NULL,NULL,0
1153,450,65,7,NULL,NULL,0
1154,376,64,5,NULL,NULL,0
1155,48,65,3,NULL,NULL,0
1156,48,66,3,NULL,NULL,0
1157,48,67,3,NULL,NULL,0
1158,418,64,2,NULL,NULL,0
1159,176,64,1,NULL,NULL,0
1160,176,65,3,NULL,NULL,0
1161,94,67,9,NULL,NULL,0
1162,59,66,3,NULL,NULL,0
1163,206,64,8,NULL,NULL,0
1164,206,66,8,NULL,NULL,0
1165,205,64,3,NULL,NULL,0
1166,493,65,3,NULL,NULL,0
1167,493,67,2,NULL,NULL,0
1168,234,66,3,NULL,NULL,0
1169,234,67,7,NULL,NULL,0
1170,140,66,5,NULL,NULL,0
1171,428,65,6,NULL,NULL,0
1172,428,67,6,NULL,NULL,0
1173,354,64,10,NULL,NULL,0
1174,436,66,9,NULL,NULL,0
1175,436,67,2,NULL,NULL,0
1176,245,65,2,NULL,NULL,0
1177,410,66,5,NULL,NULL,0
1178,432,69,2,8,5.0,0
1179,432,71,10,2,6.0,0
1180,281,68,5,NULL,NULL,0
1181,281,70,10,9,9.5,0
1182,281,71,6,4,5.0,0
1183,186,69,5,4,4.5,0
1184,186,70,9,7,8.0,0
1185,186,71,10,7,8.5,0
1186,139,69,10,3,6.5,0
1187,139,70,5,4,4.5,0
1188,139,71,6,9,7.5,0
1189,191,69,8,10,9.0,0
1190,191,70,2,5,3.5,0
1191,191,71,4,10,7.0,0
1192,159,69,3,8,5.5,0
1193,159,70,7,8,7.5,0
1194,159,71,10,8,9.0,0
1195,31,69,10,2,6.0,0
1196,31,70,7,9,8.0,0
1197,289,68,4,NULL,NULL,0
1198,289,69,5,8,6.5,0
1199,289,70,9,10,9.5,0
1200,289,71,9,10,9.5,0
1201,129,69,7,8,7.5,0
1202,129,70,8,7,7.5,0
1203,129,71,2,3,2.5,0
1204,313,68,6,NULL,NULL,0
1205,313,69,1,1,1.0,0
1206,313,70,5,2,3.5,0
1207,313,71,5,3,4.0,0
1208,367,70,4,1,2.5,0
1209,367,71,10,1,5.5,0
1210,216,68,6,NULL,NULL,0
1211,216,70,5,7,6.0,0
1212,216,71,4,10,7.0,0
1213,231,69,9,6,7.5,0
1214,231,70,3,1,2.0,0
1215,231,71,6,4,5.0,0
1216,471,68,7,NULL,NULL,0
1217,471,69,10,1,5.5,0
1218,471,71,10,5,7.5,0
1219,136,69,4,7,5.5,0
1220,136,70,8,10,9.0,0
1221,136,71,3,4,3.5,0
1222,46,68,1,NULL,NULL,0
1223,46,69,5,7,6.0,0
1224,46,70,10,7,8.5,0
1225,46,71,4,2,3.0,0
1226,264,69,8,8,8.0,0
1227,264,70,7,10,8.5,0
1228,264,71,1,9,5.0,0
1229,365,72,4,8,6.0,0
1230,365,73,9,6,7.5,0
1231,365,74,8,9,8.5,0
1232,365,75,8,10,9.0,0
1233,365,76,3,2,2.5,0
1234,352,72,7,3,5.0,0
1235,352,73,4,4,4.0,0
1236,352,74,7,5,6.0,0
1237,352,75,5,4,4.5,0
1238,352,76,8,1,4.5,0
1239,256,72,10,4,7.0,0
1240,256,73,2,8,5.0,0
1241,256,74,1,7,4.0,0
1242,256,75,6,7,6.5,0
1243,256,76,7,8,7.5,0
1244,462,73,5,6,5.5,0
1245,462,74,6,5,5.5,0
1246,462,75,3,4,3.5,0
1247,462,76,9,10,9.5,0
1248,76,72,4,1,2.5,0
1249,76,74,4,2,3.0,0
1250,76,75,3,2,2.5,0
1251,76,76,9,1,5.0,0
1252,35,72,9,5,7.0,0
1253,35,73,5,3,4.0,0
1254,35,74,5,3,4.0,0
1255,35,75,5,3,4.0,0
1256,35,76,4,2,3.0,0
1257,118,72,10,3,6.5,0
1258,118,73,8,7,7.5,0
1259,118,74,4,1,2.5,0
1260,118,75,4,10,7.0,0
1261,118,76,2,2,2.0,0
1262,336,72,3,9,6.0,0
1263,336,73,8,9,8.5,0
1264,336,74,3,3,3.0,0
1265,336,75,3,4,3.5,0
1266,336,76,6,3,4.5,0
1267,98,72,9,1,5.0,0
1268,98,73,1,7,4.0,0
1269,98,74,1,8,4.5,0
1270,98,75,3,4,3.5,0
1271,98,76,6,10,8.0,0
1272,473,72,8,4,6.0,0
1273,473,73,2,4,3.0,0
1274,473,74,10,1,5.5,0
1275,473,75,7,3,5.0,0
1276,473,76,8,9,8.5,0
1277,489,72,7,9,8.0,0
1278,489,73,7,9,8.0,0
1279,489,74,9,6,7.5,0
1280,489,75,10,7,8.5,0
1281,489,76,9,7,8.0,0
1282,476,72,8,3,5.5,0
1283,476,73,4,2,3.0,0
1284,476,74,6,5,5.5,0
1285,476,75,7,7,7.0,0
1286,476,76,6,1,3.5,0
1287,281,72,4,1,2.5,0
1288,281,73,3,8,5.5,0
1289,281,74,3,5,4.0,0
1290,281,75,3,1,2.0,0
1291,173,73,7,8,7.5,0
1292,173,74,6,4,5.0,0
1293,173,75,7,1,4.0,0
1294,173,76,3,2,2.5,0
1295,404,72,1,6,3.5,0
1296,404,73,7,7,7.0,0
1297,404,74,5,6,5.5,0
1298,404,75,9,8,8.5,0
1299,404,76,8,2,5.0,0
1300,136,72,4,5,4.5,0
1301,136,74,2,3,2.5,0
1302,136,75,9,5,7.0,0
1303,136,76,9,4,6.5,0
1304,132,72,6,1,3.5,0
1305,132,73,6,10,8.0,0
1306,132,74,10,6,8.0,0
1307,132,75,1,9,5.0,0
1308,132,76,8,8,8.0,0
1309,83,72,9,1,5.0,0
1310,83,73,9,10,9.5,0
1311,83,74,3,7,5.0,0
1312,83,75,8,5,6.5,0
1313,83,76,4,2,3.0,0
1314,269,72,5,7,6.0,0
1315,269,73,1,5,3.0,0
1316,269,74,3,4,3.5,0
1317,269,75,4,7,5.5,0
1318,269,76,3,7,5.0,0
1319,148,72,5,4,4.5,0
1320,148,73,2,3,2.5,0
1321,148,74,5,8,6.5,0
1322,148,75,4,8,6.0,0
1323,311,72,8,2,5.0,0
1324,311,73,8,6,7.0,0
1325,311,74,6,8,7.0,0
1326,311,76,9,9,9.0,0
1327,133,72,6,6,6.0,0
1328,133,73,10,9,9.5,0
1329,133,74,10,4,7.0,0
1330,133,75,1,7,4.0,0
1331,133,76,6,9,7.5,0
1332,471,72,7,1,4.0,0
1333,471,74,5,2,3.5,0
1334,471,75,9,4,6.5,0
1335,471,76,4,4,4.0,0
1336,234,72,3,2,2.5,0
1337,234,73,9,6,7.5,0
1338,234,74,7,7,7.0,0
1339,234,75,5,2,3.5,0
1340,234,76,10,8,9.0,0
1341,495,78,6,1,3.5,0
1342,495,79,7,3,5.0,0
1343,359,78,6,2,4.0,0
1344,359,79,8,8,8.0,0
1345,70,77,4,7,5.5,0
1346,70,78,4,5,4.5,0
1347,70,79,3,6,4.5,0
1348,70,80,6,NULL,NULL,0
1349,379,77,2,2,2.0,0
1350,379,78,1,3,2.0,0
1351,379,79,8,2,5.0,0
1352,346,77,3,1,2.0,0
1353,346,78,3,1,2.0,0
1354,346,79,6,6,6.0,0
1355,95,77,3,5,4.0,0
1356,95,78,1,10,5.5,0
1357,95,79,1,10,5.5,0
1358,95,80,4,NULL,NULL,0
1359,270,77,7,8,7.5,0
1360,270,78,10,5,7.5,0
1361,270,79,9,2,5.5,0
1362,290,77,2,8,5.0,0
1363,290,78,5,3,4.0,0
1364,290,79,9,2,5.5,0
1365,370,77,5,1,3.0,0
1366,370,78,6,3,4.5,0
1367,370,79,8,6,7.0,0
1368,340,77,7,7,7.0,0
1369,340,78,4,5,4.5,0
1370,340,79,4,4,4.0,0
1371,170,77,1,2,1.5,0
1372,170,78,2,3,2.5,0
1373,170,79,8,3,5.5,0
1374,170,80,2,NULL,NULL,0
1375,62,77,6,6,6.0,0
1376,62,78,8,7,7.5,0
1377,62,79,9,10,9.5,0
1378,405,77,8,1,4.5,0
1379,405,78,7,4,5.5,0
1380,405,79,1,1,1.0,0
1381,186,77,7,3,5.0,0
1382,186,78,8,7,7.5,0
1383,186,79,6,8,7.0,0
1384,186,80,6,NULL,NULL,0
1385,300,77,7,6,6.5,0
1386,300,79,3,1,2.0,0
1387,258,77,5,7,6.0,0
1388,258,78,6,3,4.5,0
1389,258,79,3,4,3.5,0
1390,311,77,5,4,4.5,0
1391,311,78,7,1,4.0,0
1392,311,79,6,6,6.0,0
1393,305,77,1,2,1.5,0
1394,305,78,9,4,6.5,0
1395,305,79,6,9,7.5,0
1396,305,80,7,NULL,NULL,0
1397,356,77,10,10,10.0,0
1398,356,79,1,8,4.5,0
1399,224,77,5,9,7.0,0
1400,224,79,5,6,5.5,0
1401,224,80,10,NULL,NULL,0
1402,360,77,2,8,5.0,0
1403,360,78,7,8,7.5,0
1404,398,77,6,10,8.0,0
1405,398,78,5,5,5.0,0
1406,398,79,1,4,2.5,0
1407,480,77,7,5,6.0,0
1408,480,78,4,1,2.5,0
1409,480,79,8,4,6.0,0
1410,452,77,2,5,3.5,0
1411,452,78,9,7,8.0,0
1412,452,79,5,10,7.5,0
1413,286,77,10,4,7.0,0
1414,286,78,9,5,7.0,0
1415,286,79,4,7,5.5,0
1416,151,77,9,4,6.5,0
1417,151,78,7,2,4.5,0
1418,151,79,4,8,6.0,0
1419,151,80,3,NULL,NULL,0
1420,310,83,5,NULL,NULL,0
1421,393,81,3,NULL,NULL,0
1422,195,81,9,NULL,NULL,0
1423,95,81,3,NULL,NULL,0
1424,121,81,4,NULL,NULL,0
1425,121,82,5,NULL,NULL,0
1426,410,81,8,NULL,NULL,0
1427,243,82,3,NULL,NULL,0
1428,338,81,5,NULL,NULL,0
1429,115,82,6,NULL,NULL,0
1430,115,83,9,NULL,NULL,0
1431,28,81,6,NULL,NULL,0
1432,28,82,7,NULL,NULL,0
1433,239,82,10,NULL,NULL,0
1434,232,85,2,4,3.0,0
1435,232,86,8,9,8.5,0
1436,232,87,7,6,6.5,0
1437,472,85,1,1,1.0,0
1438,472,86,1,10,5.5,0
1439,472,87,6,6,6.0,0
1440,68,85,6,8,7.0,0
1441,68,86,2,10,6.0,0
1442,68,87,2,10,6.0,0
1443,234,84,8,NULL,NULL,0
1444,234,85,9,6,7.5,0
1445,234,86,1,6,3.5,0
1446,234,87,9,7,8.0,0
1447,156,84,2,NULL,NULL,0
1448,156,85,5,3,4.0,0
1449,156,86,7,3,5.0,0
1450,156,87,7,2,4.5,0
1451,323,85,8,5,6.5,0
1452,323,86,7,1,4.0,0
1453,323,87,5,6,5.5,0
1454,429,84,2,NULL,NULL,0
1455,429,85,9,10,9.5,0
1456,429,86,2,6,4.0,0
1457,429,87,5,6,5.5,0
1458,173,85,10,4,7.0,0
1459,173,86,2,4,3.0,0
1460,173,87,5,9,7.0,0
1461,13,86,9,10,9.5,0
1462,13,87,9,5,7.0,0
1463,311,85,2,7,4.5,0
1464,311,86,1,5,3.0,0
1465,486,85,5,1,3.0,0
1466,486,86,2,10,6.0,0
1467,486,87,8,1,4.5,0
1468,458,85,9,2,5.5,0
1469,458,86,10,9,9.5,0
1470,458,87,4,2,3.0,0
1471,227,85,10,2,6.0,0
1472,227,86,1,8,4.5,0
1473,227,87,3,3,3.0,0
1474,310,85,9,4,6.5,0
1475,310,87,9,5,7.0,0
1476,477,85,4,8,6.0,0
1477,477,86,1,7,4.0,0
1478,477,87,7,4,5.5,0
1479,307,85,3,7,5.0,0
1480,307,87,10,5,7.5,0
1481,270,84,10,NULL,NULL,0
1482,270,85,2,7,4.5,0
1483,270,86,10,8,9.0,0
1484,270,87,2,7,4.5,0
1485,294,85,3,10,6.5,0
1486,294,86,10,2,6.0,0
1487,24,84,1,NULL,NULL,0
1488,24,85,4,1,2.5,0
1489,24,86,7,3,5.0,0
1490,182,84,2,NULL,NULL,0
1491,182,85,4,2,3.0,0
1492,182,86,1,7,4.0,0
1493,182,87,4,8,6.0,0
1494,386,84,2,NULL,NULL,0
1495,386,85,6,7,6.5,0
1496,386,86,9,5,7.0,0
1497,386,87,4,3,3.5,0
1498,117,84,6,NULL,NULL,0
1499,117,85,4,8,6.0,0
1500,117,86,5,7,6.0,0
1501,117,87,1,7,4.0,0
1502,195,85,1,8,4.5,0
1503,195,86,4,7,5.5,0
1504,195,87,5,3,4.0,0
1505,44,84,3,NULL,NULL,0
1506,44,85,1,8,4.5,0
1507,44,86,9,2,5.5,0
1508,44,87,6,5,5.5,0
1509,54,85,5,8,6.5,0
1510,54,87,8,4,6.0,0
1511,76,88,3,1,2.0,0
1512,76,89,8,7,7.5,0
1513,76,90,9,NULL,NULL,0
1514,442,88,3,2,2.5,0
1515,442,89,6,9,7.5,0
1516,442,90,2,NULL,NULL,0
1517,229,88,9,5,7.0,0
1518,229,89,1,2,1.5,0
1519,470,88,4,5,4.5,0
1520,470,89,4,9,6.5,0
1521,471,88,9,3,6.0,0
1522,471,89,9,1,5.0,0
1523,471,90,1,NULL,NULL,0
1524,323,88,9,7,8.0,0
1525,323,89,1,8,4.5,0
1526,323,90,2,NULL,NULL,0
1527,169,88,7,5,6.0,0
1528,169,89,5,10,7.5,0
1529,169,90,7,NULL,NULL,0
1530,375,88,10,10,10.0,0
1531,375,89,2,7,4.5,0
1532,81,88,4,6,5.0,0
1533,81,89,6,6,6.0,0
1534,170,88,6,8,7.0,0
1535,170,89,9,1,5.0,0
1536,401,88,3,4,3.5,0
1537,401,89,1,4,2.5,0
1538,433,88,2,2,2.0,0
1539,433,89,9,8,8.5,0
1540,384,88,4,4,4.0,0
1541,384,89,1,5,3.0,0
1542,384,90,10,NULL,NULL,0
1543,216,88,5,10,7.5,0
1544,216,89,4,2,3.0,0
1545,6,88,2,2,2.0,0
1546,6,89,10,9,9.5,0
1547,328,89,8,5,6.5,0
1548,329,88,1,8,4.5,0
1549,329,89,4,7,5.5,0
1550,80,88,9,10,9.5,0
1551,80,89,10,5,7.5,0
1552,80,90,6,NULL,NULL,0
1553,70,89,9,3,6.0,0
1554,70,90,2,NULL,NULL,0
1555,23,89,5,4,4.5,0
1556,23,90,3,NULL,NULL,0
1557,3,88,1,3,2.0,0
1558,3,89,4,4,4.0,0
1559,3,90,8,NULL,NULL,0
1560,339,88,8,4,6.0,0
1561,339,89,1,2,1.5,0
1562,424,91,6,5,5.5,0
1563,424,94,3,8,5.5,0
1564,424,95,3,6,4.5,0
1565,456,91,3,7,5.0,0
1566,456,92,3,NULL,NULL,0
1567,456,93,3,NULL,NULL,0
1568,456,94,7,4,5.5,0
1569,456,95,3,5,4.0,0
1570,199,91,9,9,9.0,0
1571,199,94,10,6,8.0,0
1572,199,95,3,10,6.5,0
1573,296,91,10,4,7.0,0
1574,296,94,8,5,6.5,0
1575,296,95,10,4,7.0,0
1576,286,94,5,7,6.0,0
1577,286,95,8,2,5.0,0
1578,278,91,2,3,2.5,0
1579,278,93,9,NULL,NULL,0
1580,278,95,8,7,7.5,0
1581,218,94,9,3,6.0,0
1582,218,95,4,3,3.5,0
1583,483,91,1,9,5.0,0
1584,483,94,9,9,9.0,0
1585,483,95,9,9,9.0,0
1586,184,91,5,6,5.5,0
1587,184,94,8,4,6.0,0
1588,184,95,4,2,3.0,0
1589,300,91,10,8,9.0,0
1590,300,92,9,NULL,NULL,0
1591,300,93,6,NULL,NULL,0
1592,300,94,5,6,5.5,0
1593,300,95,1,1,1.0,0
1594,344,91,1,1,1.0,0
1595,344,92,3,NULL,NULL,0
1596,344,94,10,2,6.0,0
1597,344,95,4,8,6.0,0
1598,65,92,9,NULL,NULL,0
1599,65,94,10,1,5.5,0
1600,65,95,6,6,6.0,0
1601,108,91,2,9,5.5,0
1602,108,94,2,9,5.5,0
1603,108,95,10,10,10.0,0
1604,404,91,5,8,6.5,0
1605,404,94,5,9,7.0,0
1606,404,95,1,6,3.5,0
1607,377,91,1,9,5.0,0
1608,377,93,10,NULL,NULL,0
1609,377,94,5,4,4.5,0
1610,377,95,6,2,4.0,0
1611,49,91,9,5,7.0,0
1612,49,94,4,7,5.5,0
1613,49,95,5,9,7.0,0
1614,168,91,6,6,6.0,0
1615,168,94,10,7,8.5,0
1616,168,95,9,1,5.0,0
1617,86,91,1,7,4.0,0
1618,86,92,7,NULL,NULL,0
1619,86,94,8,10,9.0,0
1620,86,95,1,10,5.5,0
1621,335,91,9,3,6.0,0
1622,335,92,1,NULL,NULL,0
1623,335,93,1,NULL,NULL,0
1624,335,95,5,9,7.0,0
1625,27,96,9,NULL,NULL,0
1626,27,98,5,5,5.0,0
1627,438,97,8,8,8.0,0
1628,438,98,4,9,6.5,0
1629,438,99,4,9,6.5,0
1630,131,97,4,3,3.5,0
1631,131,98,3,7,5.0,0
1632,131,99,5,3,4.0,0
1633,338,97,5,7,6.0,0
1634,338,98,1,4,2.5,0
1635,338,99,3,6,4.5,0
1636,232,97,7,4,5.5,0
1637,232,98,5,2,3.5,0
1638,232,99,1,7,4.0,0
1639,247,96,7,NULL,NULL,0
1640,247,97,6,5,5.5,0
1641,247,98,1,3,2.0,0
1642,247,99,4,6,5.0,0
1643,303,97,5,4,4.5,0
1644,292,96,2,NULL,NULL,0
1645,292,97,5,7,6.0,0
1646,292,98,5,9,7.0,0
1647,292,99,9,9,9.0,0
1648,30,97,4,2,3.0,0
1649,30,98,9,9,9.0,0
1650,30,99,5,6,5.5,0
1651,25,97,10,1,5.5,0
1652,25,98,6,1,3.5,0
1653,25,99,1,5,3.0,0
1654,427,96,4,NULL,NULL,0
1655,427,97,6,4,5.0,0
1656,427,98,5,10,7.5,0
1657,427,99,2,7,4.5,0
1658,205,97,2,2,2.0,0
1659,205,98,10,8,9.0,0
1660,205,99,2,9,5.5,0
1661,63,96,4,NULL,NULL,0
1662,63,97,2,4,3.0,0
1663,63,98,3,7,5.0,0
1664,63,99,4,1,2.5,0
1665,459,97,2,2,2.0,0
1666,459,99,9,8,8.5,0
1667,340,97,7,2,4.5,0
1668,340,98,9,7,8.0,0
1669,340,99,9,1,5.0,0
1670,416,96,3,NULL,NULL,0
