EnrollmentID,StudentID,CourseID,EnrollmentDate,CompletionDate,IsDeleted
652,108,28,2021-08-22,2022-03-09,0
653,457,28,2021-08-27,2022-03-03,0
654,306,28,2021-08-24,2022-06-07,0
655,168,28,2021-08-22,2022-05-09,0
656,240,28,2021-08-19,2022-06-30,0
657,131,28,2021-08-08,2022-04-14,0
658,449,28,2021-08-24,2022-05-28,0
659,345,28,2021-08-28,NULL,0
660,61,29,2021-08-26,2022-07-07,0
661,448,29,2021-09-03,2022-07-28,0
662,165,29,2021-09-11,2022-08-28,0
663,499,29,2021-09-07,2022-05-09,0
664,143,29,2021-08-28,NULL,0
665,347,29,2021-09-09,2022-05-29,0
666,268,29,2021-09-04,2022-07-26,0
667,238,29,2021-08-26,NULL,0
668,118,29,2021-09-04,2022-06-18,0
669,88,29,2021-09-09,2022-08-25,0
670,497,29,2021-08-24,2022-07-30,0
671,462,29,2021-08-23,2022-04-18,0
672,90,29,2021-08-19,2022-05-27,0
673,293,29,2021-08-22,2022-06-27,0
674,500,29,2021-08-15,2022-08-09,0
675,7,29,2021-09-03,2022-04-11,0
676,105,29,2021-08-16,2022-05-30,0
677,261,29,2021-08-30,2022-07-29,0
678,311,29,2021-08-31,NULL,0
679,80,29,2021-09-10,2022-05-31,0
680,389,29,2021-09-05,2022-08-19,0
681,323,29,2021-09-03,2022-08-06,0
682,146,30,2020-09-04,NULL,0
683,247,30,2020-08-22,2021-04-25,0
684,443,30,2020-08-13,2021-05-10,0
685,489,30,2020-09-03,2021-05-28,0
686,199,30,2020-09-04,2021-07-27,0
687,424,30,2020-08-28,2021-06-30,0
688,327,30,2020-08-23,2021-05-22,0
689,289,30,2020-08-21,NULL,0
690,250,30,2020-09-06,2021-07-19,0
691,229,30,2020-08-10,NULL,0
692,90,30,2020-08-10,2021-09-04,0
693,101,30,2020-08-08,2021-08-10,0
694,485,30,2020-09-02,NULL,0
695,12,30,2020-08-15,2021-09-17,0
696,68,30,2020-08-18,2021-09-28,0
697,413,30,2020-08-09,2021-08-31,0
698,127,30,2020-08-17,2021-07-07,0
699,373,30,2020-08-08,2021-09-04,0
700,135,30,2020-08-30,NULL,0
701,422,30,2020-08-23,2021-08-02,0
702,395,30,2020-08-29,2021-04-21,0
703,425,30,2020-09-06,2021-05-23,0
704,41,30,2020-08-26,2021-09-02,0
705,114,30,2020-09-06,2021-08-22,0
706,220,30,2020-08-13,2021-04-21,0
707,54,30,2020-08-13,2021-07-02,0
708,50,30,2020-08-18,2021-04-20,0
709,126,31,2022-08-19,2023-01-21,0
710,279,31,2022-08-27,2023-02-01,0
711,391,31,2022-08-12,2023-04-29,0
712,294,31,2022-08-24,2023-05-09,0
713,268,31,2022-08-26,2023-02-11,0
714,161,31,2022-08-31,NULL,0
715,110,31,2022-09-01,2023-01-30,0
716,496,31,2022-08-23,2023-04-26,0
717,448,31,2022-08-09,2023-01-27,0
718,262,31,2022-08-28,2023-02-28,0
719,252,31,2022-08-22,2023-05-11,0
720,144,31,2022-08-21,2023-01-12,0
721,173,31,2022-08-22,2023-02-10,0
722,52,31,2022-08-31,2023-04-14,0
723,285,31,2022-08-30,2023-02-19,0
724,435,31,2022-08-26,NULL,0
725,156,31,2022-08-24,NULL,0
726,357,31,2022-08-06,2023-03-08,0
727,425,31,2022-08-20,2023-04-27,0
728,481,31,2022-08-25,2023-01-12,0
729,474,31,2022-08-26,2023-01-28,0
730,178,31,2022-08-16,2023-02-26,0
731,186,31,2022-08-17,2023-03-24,0
732,450,31,2022-08-03,2023-06-14,0
733,365,31,2022-08-09,2023-05-24,0
734,176,31,2022-08-16,2023-05-07,0
735,132,32,2019-09-05,2020-06-18,0
736,242,32,2019-09-02,2020-06-19,0
737,30,32,2019-08-19,2020-11-03,0
738,439,32,2019-09-08,2020-11-08,0
739,144,32,2019-09-05,2020-06-23,0
740,72,32,2019-09-05,2020-08-16,0
741,157,32,2019-08-23,2020-08-23,0
742,417,32,2019-08-15,NULL,0
743,289,32,2019-08-17,2020-11-19,0
744,215,32,2019-08-28,2020-06-30,0
745,8,32,2019-09-01,NULL,0
746,106,32,2019-08-25,2020-10-17,0
747,187,32,2019-08-31,2020-09-29,0
748,387,32,2019-09-03,2020-10-13,0
749,76,32,2019-08-29,2020-09-23,0
750,264,32,2019-09-01,NULL,0
751,161,32,2019-08-21,NULL,0
752,5,32,2019-08-23,2020-10-09,0
753,25,32,2019-09-05,2020-08-02,0
754,383,32,2019-08-23,2020-05-27,0
755,457,32,2019-08-16,2020-09-01,0
756,319,32,2019-08-17,2020-05-31,0
757,456,32,2019-08-21,NULL,0
758,394,32,2019-08-16,2020-08-17,0
759,467,33,2019-08-19,2020-04-25,0
760,374,33,2019-08-09,NULL,0
761,277,33,2019-08-30,NULL,0
762,137,33,2019-08-29,2020-06-02,0
763,366,33,2019-09-01,2020-09-25,0
764,483,33,2019-08-09,2020-08-17,0
765,351,33,2019-08-19,2020-09-12,0
766,389,33,2019-08-27,2020-06-09,0
767,104,33,2019-08-16,2020-04-17,0
768,432,33,2019-08-06,NULL,0
769,204,33,2019-08-15,2020-05-04,0
770,235,33,2019-08-21,NULL,0
771,293,33,2019-09-03,2020-07-29,0
772,453,33,2019-08-09,2020-04-28,0
773,233,33,2019-08-09,2020-08-27,0
774,77,33,2019-09-03,2020-06-30,0
775,67,33,2019-09-02,NULL,0
776,86,34,2024-08-20,2025-08-19,0
777,209,34,2024-08-29,2025-06-18,0
778,457,34,2024-08-28,NULL,0
779,346,34,2024-08-31,NULL,0
780,167,34,2024-08-17,2025-07-31,0
781,168,34,2024-08-18,2025-10-18,0
782,452,34,2024-09-01,NULL,0
783,225,34,2024-09-04,2025-09-30,0
784,494,34,2024-08-28,2025-09-26,0
785,155,34,2024-08-16,2025-08-09,0
786,485,34,2024-08-31,2025-08-18,0
787,363,34,2024-09-14,2025-07-20,0
788,92,34,2024-08-26,2025-06-12,0
789,317,34,2024-08-17,2025-07-24,0
790,396,34,2024-09-07,2025-07-28,0
791,375,34,2024-09-14,2025-11-01,0
792,91,34,2024-08-19,2025-09-27,0
793,146,34,2024-08-29,2025-10-02,0
794,53,35,2020-08-18,2021-06-29,0
795,21,35,2020-08-16,2021-08-09,0
796,273,35,2020-08-15,NULL,0
797,210,35,2020-08-19,2021-05-01,0
798,89,35,2020-08-22,2021-04-16,0
799,80,35,2020-08-18,NULL,0
800,155,35,2020-08-29,2021-04-21,0
801,215,35,2020-08-12,2021-07-05,0
802,345,35,2020-08-13,NULL,0
803,145,35,2020-08-28,NULL,0
804,136,35,2020-09-07,NULL,0
805,150,35,2020-09-03,2021-09-08,0
806,490,35,2020-08-12,2021-09-15,0
807,174,35,2020-08-29,2021-08-19,0
808,52,35,2020-09-09,2021-08-29,0
809,338,35,2020-09-06,2021-10-02,0
810,237,35,2020-09-03,2021-09-26,0
811,337,35,2020-08-18,NULL,0
812,126,35,2020-08-27,2021-09-01,0
813,144,36,2021-08-22,2022-05-09,0
814,282,36,2021-08-11,2022-08-27,0
815,192,36,2021-08-29,2022-09-19,0
816,257,36,2021-08-17,2022-09-10,0
817,94,36,2021-08-12,2022-06-07,0
818,84,36,2021-09-02,2022-07-25,0
819,218,36,2021-08-25,2022-08-31,0
820,53,36,2021-09-02,2022-07-20,0
821,314,36,2021-08-22,2022-05-24,0
822,375,36,2021-08-25,2022-09-20,0
823,487,36,2021-09-04,2022-05-19,0
824,33,36,2021-08-24,2022-07-28,0
825,361,36,2021-08-16,2022-04-17,0
826,260,36,2021-08-06,NULL,0
827,173,36,2021-08-29,2022-05-15,0
828,54,36,2021-08-11,2022-04-27,0
829,330,36,2021-09-01,2022-06-07,0
830,202,37,2022-08-12,NULL,0
831,10,37,2022-08-13,2023-04-15,0
832,243,37,2022-08-23,2023-09-27,0
833,74,37,2022-08-19,2023-05-24,0
834,215,37,2022-09-03,2023-10-06,0
835,326,37,2022-08-16,2023-08-08,0
836,347,37,2022-08-15,NULL,0
837,14,37,2022-09-02,2023-06-19,0
838,236,37,2022-08-14,NULL,0
839,142,37,2022-08-14,2023-05-08,0
840,398,37,2022-09-04,2023-09-24,0
841,143,37,2022-08-23,2023-07-17,0
842,139,37,2022-08-19,NULL,0
843,405,37,2022-09-01,NULL,0
844,387,37,2022-08-20,NULL,0
845,180,37,2022-08-18,2023-05-31,0
846,406,37,2022-08-19,NULL,0
847,355,37,2022-08-18,NULL,0
848,462,37,2022-09-04,2023-08-24,0
849,228,38,2021-08-31,2022-06-02,0
850,340,38,2021-08-19,NULL,0
851,272,38,2021-08-16,NULL,0
852,106,38,2021-08-14,2022-04-27,0
853,14,38,2021-08-17,2022-05-15,0
854,239,38,2021-08-06,2022-06-19,0
855,470,38,2021-08-18,2022-08-11,0
856,243,38,2021-08-31,2022-08-19,0
857,244,38,2021-08-10,2022-04-01,0
858,430,38,2021-08-26,2022-07-09,0
859,207,38,2021-08-06,2022-04-03,0
860,158,38,2021-08-15,NULL,0
861,349,38,2021-08-06,2022-03-14,0
862,193,38,2021-08-18,2022-03-27,0
863,40,38,2021-08-30,2022-04-03,0
864,178,38,2021-08-12,2022-05-17,0
865,267,38,2021-08-07,NULL,0
866,20,38,2021-08-22,2022-08-07,0
867,383,38,2021-08-06,2022-04-04,0
868,195,38,2021-08-11,2022-03-30,0
869,152,38,2021-08-30,2022-07-31,0
870,101,38,2021-08-16,2022-07-20,0
871,233,38,2021-08-16,2022-04-25,0
872,450,38,2021-08-28,2022-05-27,0
873,412,39,2023-09-02,2024-02-19,0
874,472,39,2023-08-11,2024-05-31,0
875,284,39,2023-09-02,2024-04-07,0
876,79,39,2023-08-16,2024-04-01,0
877,299,39,2023-08-11,NULL,0
878,357,39,2023-08-26,NULL,0
879,280,39,2023-08-25,2024-06-12,0
880,427,39,2023-08-12,2024-05-29,0
881,388,39,2023-08-16,2024-05-23,0
882,227,39,2023-08-17,2024-07-21,0
883,110,39,2023-08-17,2024-07-02,0
884,234,39,2023-08-24,2024-02-25,0
885,292,39,2023-08-24,2024-06-11,0
886,282,39,2023-08-14,NULL,0
887,81,39,2023-08-12,NULL,0
888,96,39,2023-08-24,2024-02-26,0
889,115,39,2023-08-23,2024-07-26,0
890,134,40,2021-08-17,2022-08-18,0
891,213,40,2021-08-28,2022-09-08,0
892,331,40,2021-08-03,2022-05-16,0
893,299,40,2021-08-19,2022-08-05,0
894,222,40,2021-08-31,2022-09-10,0
895,210,40,2021-08-03,2022-06-02,0
896,348,40,2021-08-03,2022-06-15,0
897,120,40,2021-08-21,2022-05-23,0
898,318,40,2021-08-09,2022-05-05,0
899,214,40,2021-08-28,2022-09-21,0
900,447,40,2021-08-20,2022-07-19,0
901,38,40,2021-08-08,2022-08-20,0
902,384,40,2021-08-12,NULL,0
903,99,40,2021-08-19,2022-04-23,0
904,351,40,2021-08-07,2022-07-06,0
905,475,40,2021-08-13,NULL,0
906,115,41,2022-08-28,NULL,0
907,103,41,2022-08-26,NULL,0
908,127,41,2022-08-24,NULL,0
909,39,41,2022-09-05,2023-08-31,0
910,319,41,2022-08-28,2023-07-07,0
911,233,41,2022-09-10,2023-03-17,0
912,234,41,2022-09-05,NULL,0
913,346,41,2022-09-04,2023-08-05,0
914,214,41,2022-08-17,NULL,0
915,493,41,2022-09-11,2023-03-30,0
916,128,41,2022-08-23,2023-04-22,0
917,85,41,2022-08-16,2023-08-10,0
918,95,41,2022-08-17,2023-06-08,0
919,145,41,2022-08-14,2023-04-12,0
920,2,41,2022-08-30,NULL,0
921,491,41,2022-09-07,2023-08-19,0
922,187,41,2022-08-22,2023-08-15,0
923,9,41,2022-08-25,2023-04-30,0
924,358,41,2022-08-29,2023-06-16,0
925,79,42,2024-08-24,2025-04-05,0
926,283,42,2024-08-21,2025-07-07,0
927,305,42,2024-08-17,NULL,0
928,348,42,2024-08-24,NULL,0
929,356,42,2024-08-25,2025-07-15,0
930,59,42,2024-08-11,2025-04-25,0
931,392,42,2024-08-27,2025-05-03,0
932,57,42,2024-09-01,2025-07-20,0
933,274,42,2024-08-29,NULL,0
934,429,42,2024-08-21,2025-06-24,0
935,126,42,2024-08-17,2025-06-17,0
936,109,42,2024-08-15,2025-07-17,0
937,260,42,2024-09-02,2025-04-01,0
938,308,42,2024-09-09,2025-06-10,0
939,487,42,2024-08-20,2025-04-05,0
940,381,42,2024-08-15,2025-05-28,0
941,43,43,2024-08-08,2025-07-05,0
942,332,43,2024-08-08,2025-10-01,0
943,351,43,2024-08-19,NULL,0
944,212,43,2024-08-09,2025-05-16,0
945,13,43,2024-08-19,2025-08-07,0
946,316,43,2024-08-06,NULL,0
947,101,43,2024-08-06,2025-07-26,0
948,345,43,2024-08-05,2025-08-23,0
949,140,43,2024-08-25,2025-10-02,0
950,128,43,2024-08-24,2025-04-16,0
951,386,43,2024-08-28,2025-07-05,0
952,36,43,2024-08-09,NULL,0
953,151,43,2024-08-09,2025-05-20,0
954,144,43,2024-08-26,NULL,0
955,252,43,2024-08-24,NULL,0
956,271,43,2024-08-14,2025-05-24,0
957,156,43,2024-08-16,2025-05-29,0
958,378,43,2024-08-15,2025-06-29,0
959,3,43,2024-08-12,NULL,0
960,52,43,2024-08-12,2025-07-26,0
961,344,43,2024-09-01,2025-06-11,0
962,164,43,2024-08-23,2025-06-28,0
963,171,43,2024-08-28,2025-05-26,0
964,197,43,2024-08-31,2025-04-21,0
965,359,43,2024-08-10,2025-05-05,0
966,278,43,2024-08-20,2025-08-13,0
967,306,43,2024-08-06,2025-05-30,0
968,17,43,2024-08-24,NULL,0
969,256,44,2021-08-07,2022-08-14,0
970,103,44,2021-08-29,2022-11-07,0
971,71,44,2021-08-25,2022-12-12,0
972,403,44,2021-09-01,2022-08-03,0
973,95,44,2021-08-27,2022-11-30,0
974,151,44,2021-08-18,2022-08-15,0
975,27,44,2021-08-18,2022-09-13,0
976,364,44,2021-08-27,2022-09-04,0
977,304,44,2021-08-17,2022-07-12,0
978,407,44,2021-08-26,2022-09-18,0
979,83,44,2021-08-18,2022-07-27,0
980,4,44,2021-09-04,2022-12-13,0
981,246,44,2021-09-03,2022-07-07,0
982,32,44,2021-09-02,2022-08-08,0
983,459,44,2021-08-13,2022-11-22,0
984,63,44,2021-08-15,NULL,0
985,262,44,2021-08-13,2022-09-23,0
986,369,44,2021-08-26,2022-08-13,0
987,34,44,2021-08-13,2022-11-07,0
988,73,44,2021-09-02,NULL,0
989,406,44,2021-08-11,2022-11-16,0
990,17,44,2021-08-31,2022-12-19,0
991,443,44,2021-08-21,2022-09-11,0
992,490,44,2021-08-14,2022-10-21,0
993,147,45,2023-09-09,2024-03-10,0
994,143,45,2023-09-02,2024-03-01,0
995,86,45,2023-08-18,2024-06-09,0
996,382,45,2023-08-31,2024-04-13,0
997,163,45,2023-08-24,2024-03-23,0
998,228,45,2023-08-28,2024-05-09,0
999,244,45,2023-09-06,NULL,0
1000,113,45,2023-08-25,2024-06-02,0
1001,438,45,2023-08-25,2024-06-30,0
1002,416,45,2023-08-21,2024-07-30,0
1003,209,45,2023-08-22,2024-07-07,0
1004,496,45,2023-08-17,2024-07-12,0
1005,205,45,2023-08-24,2024-07-03,0
1006,279,45,2023-09-09,NULL,0
1007,303,45,2023-09-07,2024-05-25,0
1008,18,45,2023-09-10,2024-08-05,0
1009,38,45,2023-08-17,2024-05-19,0
1010,296,45,2023-09-02,2024-07-30,0
1011,67,45,2023-09-11,2024-03-18,0
1012,219,45,2023-08-15,2024-07-23,0
1013,298,45,2023-08-18,2024-03-20,0
1014,287,45,2023-08-22,2024-06-27,0
1015,106,45,2023-09-03,2024-07-08,0
1016,178,45,2023-08-29,2024-08-04,0
1017,486,45,2023-08-15,2024-07-06,0
1018,218,45,2023-08-18,NULL,0
1019,375,45,2023-09-03,NULL,0
1020,354,45,2023-08-14,2024-05-10,0
1021,76,45,2023-09-10,2024-07-17,0
1022,319,45,2023-08-27,2024-03-15,0
1023,47,46,2022-08-19,2023-04-22,0
1024,306,46,2022-08-10,2023-04-03,0
1025,458,46,2022-08-09,2023-02-23,0
1026,43,46,2022-09-05,2023-01-24,0
1027,1,46,2022-09-01,2023-05-24,0
1028,467,46,2022-08-15,2023-02-23,0
1029,297,46,2022-09-03,2023-05-06,0
1030,84,46,2022-08-09,2023-07-17,0
1031,231,46,2022-08-17,NULL,0
1032,24,46,2022-08-17,2023-05-30,0
1033,190,46,2022-08-23,2023-05-15,0
1034,362,46,2022-08-24,2023-03-08,0
1035,494,46,2022-08-23,2023-06-16,0
1036,321,46,2022-08-21,NULL,0
1037,260,46,2022-08-29,2023-03-29,0
1038,314,46,2022-08-23,NULL,0
1039,334,46,2022-08-18,2023-01-29,0
1040,363,46,2022-08-18,2023-04-24,0
1041,455,46,2022-09-02,2023-07-15,0
1042,165,46,2022-09-03,2023-06-03,0
1043,135,46,2022-08-09,NULL,0
1044,399,46,2022-08-12,2023-06-01,0
1045,107,46,2022-09-03,2023-06-25,0
1046,148,46,2022-09-03,2023-06-30,0
1047,467,47,2023-08-22,NULL,0
1048,430,47,2023-08-08,2024-08-07,0
1049,362,47,2023-09-01,2024-11-25,0
1050,392,47,2023-08-10,2024-11-17,0
1051,212,47,2023-08-25,2024-10-25,0
1052,415,47,2023-08-15,2024-07-09,0
1053,32,47,2023-08-12,NULL,0
1054,233,47,2023-08-08,2024-07-02,0
1055,359,47,2023-08-24,2024-07-28,0
1056,6,47,2023-08-17,2024-09-05,0
1057,322,47,2023-08-25,2024-09-05,0
1058,309,47,2023-08-25,NULL,0
1059,345,47,2023-09-02,2024-11-27,0
1060,389,47,2023-08-28,NULL,0
1061,498,47,2023-08-10,2024-10-18,0
1062,225,47,2023-08-22,NULL,0
1063,281,47,2023-08-25,2024-08-25,0
1064,103,48,2024-08-14,NULL,0
1065,441,48,2024-09-06,2025-09-18,0
1066,302,48,2024-08-23,2025-10-22,0
1067,470,48,2024-08-31,2025-09-15,0
1068,23,48,2024-08-23,2025-10-21,0
1069,200,48,2024-08-11,2025-08-20,0
1070,47,48,2024-08-09,2025-09-13,0
1071,77,48,2024-08-17,2025-10-21,0
1072,343,48,2024-08-17,NULL,0
1073,449,48,2024-09-04,NULL,0
1074,81,48,2024-08-18,2025-09-26,0
1075,459,48,2024-08-19,NULL,0
1076,277,48,2024-08-11,2025-08-16,0
1077,418,48,2024-08-30,NULL,0
1078,241,48,2024-08-30,2025-09-16,0
1079,426,48,2024-08-24,2025-08-08,0
1080,226,48,2024-08-15,2025-07-27,0
1081,134,48,2024-08-22,2025-12-01,0
1082,377,48,2024-09-02,2025-06-10,0
1083,251,48,2024-08-17,2025-06-25,0
1084,407,48,2024-09-07,2025-10-20,0
1085,364,48,2024-09-04,2025-09-05,0
1086,88,48,2024-08-31,2025-08-11,0
1087,119,48,2024-09-01,2025-11-13,0
1088,327,48,2024-09-05,2025-11-07,0
1089,409,48,2024-08-17,NULL,0
1090,204,48,2024-09-01,NULL,0
1091,31,48,2024-08-18,2025-07-08,0
1092,367,48,2024-09-05,NULL,0
1093,150,48,2024-09-03,2025-11-20,0
1094,92,49,2022-09-05,2023-08-09,0
1095,157,49,2022-08-12,2023-07-15,0
1096,225,49,2022-09-05,2023-05-03,0
1097,259,49,2022-09-06,2023-07-25,0
1098,428,49,2022-09-04,2023-05-03,0
1099,62,49,2022-08-12,2023-06-11,0
1100,415,49,2022-09-07,2023-04-24,0
1101,245,49,2022-08-23,2023-07-29,0
1102,392,49,2022-09-10,NULL,0
1103,287,49,2022-09-06,2023-04-06,0
1104,227,49,2022-08-12,2023-07-14,0
1105,136,49,2022-09-02,2023-06-29,0
1106,61,49,2022-08-13,2023-04-06,0
1107,53,49,2022-08-25,2023-08-09,0
1108,345,49,2022-08-26,2023-04-23,0
1109,351,49,2022-08-24,2023-07-13,0
1110,293,49,2022-08-19,NULL,0
1111,51,49,2022-08-26,2023-08-21,0
1112,228,49,2022-08-12,NULL,0
1113,237,49,2022-08-31,2023-07-17,0
1114,399,50,2020-08-14,2021-12-01,0
1115,408,50,2020-08-23,NULL,0
1116,55,50,2020-08-15,2021-10-08,0
1117,232,50,2020-09-02,NULL,0
1118,334,50,2020-08-21,2021-07-11,0
1119,214,50,2020-09-03,2021-11-04,0
1120,45,50,2020-08-28,2021-06-22,0
1121,291,50,2020-08-10,2021-08-23,0
1122,479,50,2020-08-20,2021-09-29,0
1123,483,50,2020-09-04,2021-06-20,0
1124,181,50,2020-08-25,2021-06-16,0
1125,123,50,2020-08-23,2021-11-20,0
1126,109,50,2020-08-14,2021-11-26,0
1127,349,50,2020-08-08,NULL,0
1128,23,50,2020-08-31,2021-08-04,0
1129,243,50,2020-08-06,2021-07-12,0
1130,17,51,2022-08-07,2023-07-16,0
1131,463,51,2022-08-07,NULL,0
1132,41,51,2022-08-09,2023-07-13,0
1133,235,51,2022-08-29,NULL,0
1134,116,51,2022-08-14,2023-07-12,0
1135,15,51,2022-08-06,NULL,0
1136,158,51,2022-08-26,2023-09-19,0
1137,307,51,2022-08-27,2023-05-21,0
1138,21,51,2022-08-24,2023-08-05,0
1139,444,51,2022-08-27,2023-09-09,0
1140,138,51,2022-08-27,2023-09-16,0
1141,410,51,2022-08-31,2023-09-29,0
1142,395,51,2022-08-13,2023-05-31,0
1143,42,51,2022-09-01,NULL,0
1144,210,51,2022-08-30,2023-06-05,0
1145,298,51,2022-08-03,2023-10-04,0
1146,75,51,2022-08-14,NULL,0
1147,414,51,2022-08-19,2023-08-20,0
1148,284,51,2022-08-10,2023-05-27,0
1149,32,51,2022-08-12,2023-08-14,0
1150,409,51,2022-08-19,2023-06-04,0
1151,498,51,2022-08-13,2023-09-20,0
1152,46,51,2022-08-27,2023-09-24,0
1153,50,51,2022-08-30,2023-07-07,0
1154,240,51,2022-08-21,2023-09-10,0
1155,288,51,2022-08-25,2023-09-03,0
1156,396,51,2022-08-29,2023-09-06,0
1157,299,51,2022-08-16,2023-09-28,0
1158,100,51,2022-08-11,2023-05-04,0
1159,464,51,2022-08-26,2023-05-29,0
1160,273,52,2022-08-11,2023-09-19,0
1161,98,52,2022-08-21,2023-09-13,0
1162,89,52,2022-09-02,2023-08-20,0
1163,373,52,2022-09-01,2023-08-20,0
1164,29,52,2022-09-01,2023-09-11,0
1165,33,52,2022-08-12,2023-07-24,0
1166,361,52,2022-09-06,2023-09-30,0
1167,193,52,2022-09-07,NULL,0
1168,150,52,2022-09-04,2023-11-01,0
1169,112,52,2022-08-25,2023-09-01,0
1170,239,52,2022-09-04,2023-07-17,0
1171,133,52,2022-08-19,2023-08-06,0
1172,177,52,2022-09-02,2023-06-06,0
1173,341,52,2022-08-17,2023-08-08,0
1174,446,52,2022-09-04,2023-09-25,0
1175,429,52,2022-08-25,2023-08-24,0
1176,249,52,2022-09-01,NULL,0
1177,488,52,2022-08-20,2023-11-08,0
1178,60,52,2022-08-20,NULL,0
1179,418,52,2022-08-21,NULL,0
1180,487,52,2022-08-12,2023-09-11,0
1181,291,52,2022-08-12,2023-07-23,0
1182,497,52,2022-08-21,2023-09-24,0
1183,492,52,2022-08-31,2023-09-15,0
1184,439,52,2022-08-16,NULL,0
1185,16,52,2022-09-01,2023-10-24,0
1186,269,52,2022-09-01,NULL,0
1187,280,52,2022-08-21,NULL,0
1188,67,52,2022-08-10,2023-05-30,0
1189,40,52,2022-08-26,NULL,0
1190,330,53,2023-08-08,2024-05-18,0
1191,350,53,2023-08-27,2024-05-24,0
1192,22,53,2023-08-11,NULL,0
1193,295,53,2023-08-31,2024-06-10,0
1194,372,53,2023-08-26,2024-08-17,0
1195,270,53,2023-08-08,2024-07-18,0
1196,335,53,2023-08-17,2024-07-05,0
1197,494,53,2023-08-26,2024-06-26,0
1198,63,53,2023-08-11,2024-09-02,0
1199,320,53,2023-08-31,NULL,0
1200,344,53,2023-08-29,2024-09-16,0
1201,166,53,2023-08-21,2024-06-07,0
1202,53,53,2023-08-18,2024-09-18,0
1203,394,53,2023-08-12,2024-05-16,0
1204,8,53,2023-08-06,2024-08-29,0
1205,492,53,2023-08-03,2024-04-07,0
1206,34,54,2019-08-27,2020-05-03,0
1207,79,54,2019-09-11,2020-05-21,0
1208,284,54,2019-08-29,2020-07-06,0
1209,273,54,2019-08-17,2020-07-08,0
1210,343,54,2019-08-22,NULL,0
1211,460,54,2019-08-15,2020-07-30,0
1212,27,54,2019-09-01,2020-08-18,0
1213,130,54,2019-08-18,NULL,0
1214,480,54,2019-08-15,2020-06-19,0
1215,410,54,2019-09-10,2020-04-08,0
1216,42,54,2019-09-03,NULL,0
1217,411,54,2019-09-10,2020-05-03,0
1218,152,54,2019-09-09,2020-06-29,0
1219,97,54,2019-09-08,NULL,0
1220,252,54,2019-08-27,NULL,0
1221,183,54,2019-09-12,2020-08-15,0
1222,399,54,2019-08-26,NULL,0
1223,81,54,2019-08-28,2020-06-15,0
1224,481,54,2019-08-20,2020-05-07,0
1225,350,54,2019-09-06,2020-04-22,0
1226,427,54,2019-08-17,NULL,0
1227,158,54,2019-08-23,2020-07-20,0
1228,172,54,2019-09-02,2020-05-16,0
1229,243,54,2019-08-28,2020-08-19,0
1230,263,54,2019-08-27,NULL,0
1231,200,54,2019-08-29,2020-07-17,0
1232,197,55,2020-09-05,NULL,0
1233,110,55,2020-08-19,NULL,0
1234,168,55,2020-08-16,2021-07-02,0
1235,148,55,2020-09-07,2021-07-23,0
1236,316,55,2020-08-23,2021-07-08,0
1237,248,55,2020-08-30,2021-09-23,0
1238,187,55,2020-08-19,2021-07-23,0
1239,28,55,2020-08-30,2021-08-25,0
1240,96,55,2020-08-24,NULL,0
1241,233,55,2020-08-24,2021-05-09,0
1242,184,55,2020-08-29,NULL,0
1243,299,55,2020-08-17,2021-08-28,0
1244,107,55,2020-08-12,2021-05-04,0
1245,406,55,2020-08-18,2021-09-09,0
1246,104,55,2020-08-31,2021-07-17,0
1247,468,55,2020-08-26,NULL,0
1248,352,55,2020-08-17,NULL,0
1249,185,55,2020-08-23,2021-09-24,0
1250,117,55,2020-08-18,NULL,0
1251,227,56,2024-09-08,2025-08-18,0
1252,437,56,2024-08-20,2025-05-18,0
1253,65,56,2024-08-25,2025-08-29,0
1254,465,56,2024-08-31,2025-09-03,0
1255,309,56,2024-09-09,NULL,0
1256,27,56,2024-08-30,2025-08-13,0
1257,82,56,2024-08-30,2025-04-29,0
1258,431,56,2024-09-01,2025-07-13,0
1259,360,56,2024-08-27,NULL,0
1260,67,56,2024-09-08,2025-08-17,0
1261,208,56,2024-08-18,NULL,0
1262,19,56,2024-08-16,2025-06-06,0
1263,259,56,2024-08-16,2025-08-12,0
1264,399,56,2024-08-18,NULL,0
1265,142,56,2024-09-06,NULL,0
1266,295,56,2024-08-22,2025-06-18,0
1267,236,56,2024-09-01,2025-09-07,0
1268,55,56,2024-08-31,2025-09-24,0
1269,217,56,2024-08-17,2025-04-27,0
1270,39,56,2024-08-28,2025-07-04,0
1271,394,56,2024-08-28,2025-08-22,0
1272,411,56,2024-08-19,2025-05-31,0
1273,127,56,2024-09-04,2025-08-01,0
1274,380,56,2024-09-01,2025-05-06,0
1275,347,56,2024-08-15,NULL,0
1276,492,56,2024-08-15,2025-08-30,0
1277,183,56,2024-08-24,2025-06-22,0
1278,129,56,2024-09-10,2025-06-04,0
1279,18,56,2024-09-02,2025-10-06,0
1280,95,57,2019-08-20,2020-03-19,0
1281,237,57,2019-08-20,2020-04-10,0
1282,334,57,2019-08-30,2020-05-24,0
1283,143,57,2019-08-11,NULL,0
1284,390,57,2019-08-15,2020-06-18,0
1285,201,57,2019-08-26,2020-06-11,0
1286,19,57,2019-08-07,2020-04-01,0
1287,93,57,2019-08-04,2020-07-03,0
1288,223,57,2019-08-06,2020-07-03,0
1289,391,57,2019-08-09,2020-02-03,0
1290,47,57,2019-08-14,2020-02-15,0
